Cluster#,GeneID,CORUM complex,Product Description,#TM Domains,Ortholog Group,Computed GO Components,Computed GO Functions,Computed GO Processes,Symbol,Phenotype Bushell 2017,Phenotype Zhang 2018
194,PF3D7_1145100,,"coatomer subunit gamma, putative",0,OG5_127608,COPI vesicle coat,"binding, structural molecule activity","intracellular protein transport, vesicle-mediated transport",SEC21,Slow,Non - Mutable in CDS
195,PF3D7_0602500,,"geranylgeranyltransferase, putative",0,OG5_127744,null,"Rab geranylgeranyltransferase activity, catalytic activity",null,2270.T00290,Essential,Non - Mutable in CDS
195,PF3D7_1033900,,"ubiquitin-conjugating enzyme, putative",0,OG5_128230,null,acid-amino acid ligase activity,null,PF10_0330,Dispensable,Non - Mutable in CDS
196,PF3D7_0111000,,"kinesin-8, putative",0,OG5_127280,null,"ATP binding, microtubule binding, microtubule motor activity",microtubule-based movement,MAL1P2.36,Dispensable,Mutable in CDS
196,PF3D7_0803700,,tubulin gamma chain,0,OG5_127652,"gamma-tubulin complex, microtubule, protein complex","GTP binding, GTPase activity","GTP catabolic process, cytoplasmic microtubule organization, microtubule nucleation, protein polymerization",G-TUB,,Non - Mutable in CDS
197,PF3D7_1306300,,"SAM dependent methyltransferase, putative",0,OG5_157158,null,RNA methyltransferase activity,RNA processing,MAL13P1.31,Dispensable,Mutable in CDS
197,PF3D7_1314700,,"conserved Plasmodium protein, unknown function",0,OG5_146580,null,null,null,MAL13P1.75,,Mutable in CDS
198,PF3D7_1441400,"FACT-NEK9 complex; FACT complex; FACT complex, UV-activated","FACT complex subunit SSRP1, putative",0,OG5_127386,nucleus,null,null,FACT-S,Essential,Non - Mutable in CDS
198,PF3D7_0410900,"FACT-NEK9 complex; FACT complex; FACT complex, UV-activated","conserved Plasmodium protein, unknown function",0,OG5_166845,"cytoplasm, myosin complex","ATP binding, actin binding, calmodulin binding, motor activity",null,MAL4P2.43,Slow,Mutable in CDS
198,PF3D7_0517400,"FACT-NEK9 complex; FACT complex; FACT complex, UV-activated","FACT complex subunit SPT16, putative",0,OG5_128055,null,null,null,FACT-L,Essential,Non - Mutable in CDS
199,PF3D7_1008900,,adenylate kinase,0,OG5_126762,null,"ATP binding, adenylate kinase activity",nucleobase-containing compound metabolic process,AK1,Essential,Non - Mutable in CDS
199,PF3D7_1349300,,tyrosine kinase-like protein,0,OG5_142857,null,"ATP binding, protein binding, protein kinase activity",protein phosphorylation,TKL3,Slow,Mutable in CDS
200,PKNH_1149000,,"conserved Plasmodium protein, unknown function",2,OG5_243588,null,null,null,,,
200,PF3D7_1426700,,phosphoenolpyruvate carboxylase,0,OG5_130145,null,phosphoenolpyruvate carboxylase activity,"carbon fixation, tricarboxylic acid cycle",PEPC,,Mutable in CDS
200,PF3D7_1364300,,pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,0,OG5_126599,null,"ATP binding, helicase activity, nucleic acid binding",null,PRP16,,Non - Mutable in CDS
201,PF3D7_0622600,"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","cytochrome b-c1 complex subunit 9, putative",1,OG5_153610,mitochondrial respiratory chain complex III,null,"mitochondrial electron transport, ubiquinol to cytochrome c",QCR9,Essential,Non - Mutable in CDS
201,PF3D7_1012300,"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","cytochrome b-c1 complex subunit 7, putative",0,OG5_141155,mitochondrial respiratory chain complex III,null,"mitochondrial electron transport, ubiquinol to cytochrome c",QCR7,Essential,Non - Mutable in CDS
201,PF3D7_1426900,"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","cytochrome b-c1 complex subunit 6, putative",0,OG5_128457,null,ubiquinol-cytochrome-c reductase activity,"mitochondrial electron transport, ubiquinol to cytochrome c",QCR6,Essential,Non - Mutable in CDS
201,PF3D7_1439400,"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","cytochrome b-c1 complex subunit Rieske, putative",0,OG5_127574,null,"2 iron, 2 sulfur cluster binding, ubiquinol-cytochrome-c reductase activity",oxidation-reduction process,PF14_0373,,Non - Mutable in CDS
201,PF3D7_1462700,"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","cytochrome c1 precursor, putative",1,OG5_128006,null,"electron carrier activity, heme binding, iron ion binding",null,PF14_0597,Essential,Non - Mutable in CDS
202,PF3D7_0103700,,"L-seryl-tRNA(Sec) kinase, putative",0,OG5_172472,null,"ATP binding, kinase activity",null,PSTK,,Mutable in CDS
202,PF3D7_0905400,,high molecular weight rhoptry protein 3,0,OG5_161429,null,null,null,RHOPH3,Essential,Non - Mutable in CDS
203,PF3D7_1226300,,"haloacid dehalogenase-like hydrolase, putative",0,OG5_138778,null,hydrolase activity,metabolic process,HAD2,Dispensable,Mutable in CDS
203,PF3D7_0905000,,"conserved Plasmodium protein, unknown function",0,OG5_160610,membrane,null,null,PFI0245C,Slow,Non - Mutable in CDS
204,PF3D7_1308900,,"mRNA-decapping enzyme 2, putative",0,OG5_128366,null,"RNA binding, hydrolase activity, manganese ion binding",null,DCP2,,Mutable in CDS
204,PKNH_0933500,,"conserved Plasmodium protein, unknown function",0,OG5_243577,null,null,null,,,
204,PF3D7_0710000,,"conserved Plasmodium protein, unknown function",0,OG5_138484,nucleus,null,null,MAL7P1.30,,Non - Mutable in CDS
205,PF3D7_0930900,,"NifU-like protein, putative",0,OG5_127523,null,"iron ion binding, iron-sulfur cluster binding",iron-sulfur cluster assembly,NFU1,Dispensable,Mutable in CDS
205,PF3D7_0107000,,centrin-1,0,OG5_128884,null,calcium ion binding,null,CEN1,Essential,
205,PF3D7_1332800,,"eukaryotic translation initiation factor 6, putative",0,OG5_127488,null,ribosome binding,mature ribosome assembly,PF13_0178,,Non - Mutable in CDS
205,PF3D7_1406700,,vacuolar protein sorting-associated protein 29,0,OG5_127553,null,null,null,VPS29,Essential,Non - Mutable in CDS
205,PF3D7_1351100,,"conserved protein, unknown function",0,OG5_128549,null,null,null,MAL13P1.257,,Non - Mutable in CDS
205,PF3D7_1446600,,centrin-2,0,OG5_138807,null,calcium ion binding,null,CEN2,Essential,Non - Mutable in CDS
205,PF3D7_1449800,,"conserved Plasmodium protein, unknown function",0,OG5_140537,cytoplasm,metal ion binding,null,PF14_0474,Essential,Non - Mutable in CDS
206,PF3D7_0929900,,"conserved Plasmodium protein, unknown function",1,OG5_167161,integral component of membrane,null,transport,PFI1463W,Essential,Non - Mutable in CDS
206,PF3D7_0608400,,"conserved Plasmodium protein, unknown function",1,OG5_166979,null,null,null,2270.T00229,Essential,Non - Mutable in CDS
207,PF3D7_0807900,,tyrosine--tRNA ligase,0,OG5_127567,null,"ATP binding, tyrosine-tRNA ligase activity",tRNA aminoacylation for protein translation,TYRRS,,Non - Mutable in CDS
207,PF3D7_1012200,,rhoptry associated adhesin,0,OG5_162815,null,null,null,RA,Dispensable,Non - Mutable in CDS
207,PF3D7_1104400,,"thioredoxin, putative",1,OG5_139311,null,null,cell redox homeostasis,PF11_0055,Essential,Non - Mutable in CDS
208,PKNH_0600600,,"Plasmodium exported protein (PHIST), unknown function",0,OG5_176625,null,null,null,,,
208,PF3D7_1448400,,"ubiquitin-protein ligase, putative",0,OG5_127091,null,null,null,HRD3,,Mutable in CDS
209,PF3D7_0703700,,"conserved Plasmodium protein, unknown function",0,OG5_154284,null,null,null,MAL7P1.14,,Non - Mutable in CDS
209,PF3D7_0808300,,"ubiquitin regulatory protein, putative",0,OG5_127612,null,protein binding,null,MAL8P1.122,,Non - Mutable in CDS
209,PKNH_0620400,,"conserved Plasmodium protein, unknown function",0,OG5_243246,null,null,null,,,
210,PF3D7_1427500,,"DNA mismatch repair protein MSH2, putative",0,OG5_127538,mismatch repair complex,"ATP binding, mismatched DNA binding",mismatch repair,MSH2-1,Slow,Mutable in CDS
210,PF3D7_1335000,,MSP7-like protein,0,OG5_165511,null,null,null,MSRP1,,Mutable in CDS
211,PF3D7_1352700,,"P-loop containing nucleoside triphosphate hydrolase, putative",0,OG5_129398,cytoplasm,"ATP binding, DNA binding, RNA binding, helicase activity, zinc ion binding",null,PF13_0273,,Non - Mutable in CDS
211,PF3D7_0310300,,"phosphoglycerate mutase, putative",0,OG5_150090,cytoplasm,"GTP binding, GTPase activity, translation initiation factor activity",translational initiation,MAL3P4.27,Dispensable,Mutable in CDS
212,PF3D7_0418200,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","eukaryotic translation initiation factor 3 subunit M, putative",0,OG5_129237,null,protein binding,null,EIF3M,,Non - Mutable in CDS
212,PF3D7_1206200,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","eukaryotic translation initiation factor 3 subunit C, putative",0,OG5_127970,eukaryotic translation initiation factor 3 complex,"translation initiation factor activity, translation initiation factor binding",translational initiation,EIF3C,Essential,Non - Mutable in CDS
212,PF3D7_0923000,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","DNA-directed RNA polymerase II subunit RPB3, putative",0,OG5_127622,null,"DNA binding, DNA-directed RNA polymerase activity, protein dimerization activity","transcription, DNA-templated",RPB3,,Non - Mutable in CDS
212,PF3D7_0215700,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","DNA-directed RNA polymerase II subunit RPB2, putative",0,OG5_126694,null,"DNA binding, DNA-directed RNA polymerase activity, ribonucleoside binding","transcription, DNA-templated",RPB2,Slow,Non - Mutable in CDS
212,PF3D7_1212700,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","eukaryotic translation initiation factor 3 subunit A, putative",0,OG5_128741,null,protein binding,null,EIF3A,,Non - Mutable in CDS
212,PF3D7_0918300,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","eukaryotic translation initiation factor 3 subunit F, putative",0,OG5_128941,null,protein binding,null,EIF3F,,Non - Mutable in CDS
212,PF3D7_0915400,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)",6-phosphofructokinase,0,OG5_131114,null,"6-phosphofructokinase activity, ATP binding, diphosphate-fructose-6-phosphate 1-phosphotransferase activity","fructose 6-phosphate metabolic process, glycolytic process",PFK9,Essential,Non - Mutable in CDS
212,PF3D7_0517700,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","eukaryotic translation initiation factor 3 subunit B, putative",0,OG5_128215,eukaryotic translation initiation factor 3 complex,"nucleotide binding, translation initiation factor activity, translation initiation factor binding",translational initiation,EIF3B,Essential,Non - Mutable in CDS
212,PF3D7_1364800,"RPAP1-RPB2-RPB3 complex; EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative",0,OG5_127455,nucleus,"DNA binding, DNA-directed RNA polymerase activity","transcription, DNA-templated",RPB5,Essential,Non - Mutable in CDS
213,PF3D7_0826100,,"E3 ubiquitin-protein ligase, putative",2,OG5_127551,null,ubiquitin-protein transferase activity,null,MAL8P1.23,Essential,Non - Mutable in CDS
213,PF3D7_1249800,,"THO complex subunit 2, putative",2,OG5_144062,"membrane, nucleus",null,null,THO2,,Non - Mutable in CDS
214,PF3D7_1348300,,"elongation factor Tu, putative",0,OG5_128278,null,"GTP binding, GTPase activity",null,MAL13P1.243,Essential,Non - Mutable in CDS
214,PF3D7_1312900,,eukaryotic translation initation factor 4 gamma,0,OG5_135283,null,"RNA binding, protein binding",null,EIF4G,Essential,Mutable in CDS
215,PF3D7_1458700,,"exonuclease V, mitochondrial, putative",0,OG5_131645,mitochondrion,single-stranded DNA 5'-3' exodeoxyribonuclease activity,regulation of cell shape,PF14_0560,Slow,Non - Mutable in CDS
215,PKNH_0620500,,"SICAvar, type II",0,OG5_130093,null,null,null,,,
215,PF3D7_1360500,,guanylyl cyclase beta,21,OG5_156251,null,"metal ion binding, nucleotide binding, phosphorus-oxygen lyase activity","cyclic nucleotide biosynthetic process, intracellular signal transduction",GCBETA,Slow,Mutable in CDS
215,PKNH_0111100,,"glutathione synthetase, putative",0,OG5_128131,null,"ATP binding, glutathione synthase activity",glutathione biosynthetic process,,,
216,PF3D7_1304400,,"conserved Plasmodium protein, unknown function",0,OG5_139520,null,null,null,PF13_0020,,Mutable in CDS
216,PF3D7_1337400,,"conserved Plasmodium protein, unknown function",0,OG5_158815,"membrane, nucleus","ATP binding, G-protein coupled photoreceptor activity, protein histidine kinase activity, protein homodimerization activity, zinc ion binding","peptidyl-histidine phosphorylation, protein-chromophore linkage, protein-tetrapyrrole linkage, regulation of transcription, DNA-templated, sensory perception, signal transduction, transcription, DNA-templated",PF13_0209,Dispensable,Mutable in CDS
217,PF3D7_1464600,,"serine/threonine protein phosphatase UIS2, putative",0,OG5_145156,null,hydrolase activity,null,UIS2,Essential,Mutable in CDS
217,PF3D7_1229300,,"conserved Plasmodium protein, unknown function",1,OG5_167490,null,null,null,2277.T00283,,Mutable in CDS
218,PF3D7_0610200,,"RNA-binding protein 25, putative",0,OG5_129375,null,"nucleic acid binding, nucleotide binding",mRNA processing,RBM25,Slow,Mutable in CDS
218,PF3D7_1249100,,"conserved Plasmodium protein, unknown function",0,OG5_144882,cytoplasm,null,null,2277.T00471,,Non - Mutable in CDS
219,PF3D7_1450100,,signal recognition particle subunit SRP54,0,OG5_126863,signal recognition particle,"7S RNA binding, GTP binding, GTPase activity",SRP-dependent cotranslational protein targeting to membrane,SRP54,,Non - Mutable in CDS
219,PF3D7_1329500,,"conserved Plasmodium protein, unknown function",0,OG5_147637,nucleus,null,null,PF13_0162,Essential,Non - Mutable in CDS
220,PKNH_0200900,,tryptophan-rich protein,1,OG5_144320,null,null,null,,,
220,PF3D7_1305300,,"conserved Plasmodium protein, unknown function",0,OG5_164434,null,binding,null,MAL13P1.26,,Mutable in CDS
220,PF3D7_1239600,,hydroxyethylthiazole kinase,0,OG5_128015,mitochondrion,hydroxyethylthiazole kinase activity,thiamine biosynthetic process,THZK,,Mutable in CDS
221,PF3D7_1443900,,"heat shock protein 90, putative",0,OG5_144951,null,"ATP binding, unfolded protein binding","protein folding, response to stress",HSP90,Essential,Non - Mutable in CDS
221,PF3D7_1223300,,DNA gyrase subunit A,0,OG5_129568,chromosome,"ATP binding, DNA binding, DNA topoisomerase type II (ATP-hydrolyzing) activity",DNA topological change,GYRA,,Non - Mutable in CDS
222,PF3D7_0907300,,"conserved Plasmodium protein, unknown function",0,OG5_132093,"cytoplasm, prefoldin complex",unfolded protein binding,protein folding,PFI0350C,Essential,Non - Mutable in CDS
222,PF3D7_0409100,,"U4/U6 small nuclear ribonucleoprotein PRP31, putative",0,OG5_128306,U4/U6 x U5 tri-snRNP complex,null,spliceosomal tri-snRNP complex assembly,PRPF31,Essential,Non - Mutable in CDS
223,PF3D7_0513100,,"conserved Plasmodium protein, unknown function",0,OG5_143215,cytoplasm,null,null,MAL5P1.131,,Non - Mutable in CDS
223,PF3D7_1441100,,"conserved Plasmodium protein, unknown function",0,OG5_133023,"membrane, nucleus",null,"transcription, DNA-templated",PF14_0390,,Non - Mutable in CDS
223,PF3D7_0415400,,"coatomer subunit zeta, putative",0,OG5_127654,null,null,transport,MAL4P1.144,Essential,Non - Mutable in CDS
223,PF3D7_0728700,,"alpha/beta hydrolase, putative",0,OG5_135236,null,hydrolase activity,null,MAL7P1.156,,Non - Mutable in CDS
223,PF3D7_0910800,,"cytosolic Fe-S cluster assembly factor NBP35, putative",1,OG5_126620,null,ATP binding,null,NBP35,Essential,Non - Mutable in CDS
223,PF3D7_1343000,,phosphoethanolamine N-methyltransferase,0,OG5_132295,null,null,null,PMT,,Non - Mutable in CDS
224,PF3D7_1438100,,secretory complex protein 62,3,OG5_134455,integral component of membrane,protein transporter activity,"intracellular signal transduction, protein transport",SEC62,Essential,Non - Mutable in CDS
224,PF3D7_0316700,,"protein YOP1, putative",3,OG5_127473,null,null,null,YOP1,Slow,Non - Mutable in CDS
225,PF3D7_1313700,,"septum formation protein MAF homologue, putative",0,OG5_127554,cytoplasm,null,null,MAL13P1.69,,Mutable in CDS
225,PF3D7_0906300,,"Maf-like protein, putative",0,OG5_132354,cytoplasm,null,null,PFI0310W,,Non - Mutable in CDS
226,PF3D7_1037700,,"enhancer of rudimentary homolog, putative",0,OG5_130977,null,null,"cell cycle, positive regulation of Notch signaling pathway, pyrimidine nucleotide biosynthetic process",ERH,,Non - Mutable in CDS
226,PF3D7_0828500,,"translation initiation factor eIF-2B subunit alpha, putative",0,OG5_127805,null,null,cellular metabolic process,PF08_0009,Slow,Non - Mutable in CDS
227,PF3D7_1442100,,"replication factor A protein 3, putative",0,OG5_143364,"cytoplasm, nucleus",DNA binding,"DNA recombination, DNA repair, DNA replication",RPA3,Essential,Non - Mutable in CDS
227,PF3D7_1112400,,"conserved Plasmodium protein, unknown function",0,OG5_165259,null,"nucleic acid binding, single-stranded telomeric DNA binding",telomere capping,PF11_0130,,Mutable in CDS
228,PF3D7_0509400,,RNA polymerase I,0,OG5_127924,null,"DNA binding, DNA-directed RNA polymerase activity, zinc ion binding","transcription, DNA-templated",RNAPI,Essential,Non - Mutable in CDS
228,PF3D7_0704600,,E3 ubiquitin-protein ligase,4,OG5_156983,null,"binding, ubiquitin-protein transferase activity",null,UT,Essential,Mutable in CDS
228,PF3D7_1143300,,"DNA-directed RNA polymerases I and III subunit RPAC1, putative",0,OG5_127819,null,"DNA-directed RNA polymerase activity, protein dimerization activity","transcription, DNA-templated",RPC40,,Non - Mutable in CDS
229,PF3D7_1222100,,"conserved Plasmodium protein, unknown function",1,OG5_167484,membrane,null,null,2277.T00213,,Mutable in CDS
229,PF3D7_1416900,,"prefoldin subunit 2, putative",0,OG5_128303,prefoldin complex,unfolded protein binding,protein folding,PF14_0167,,Non - Mutable in CDS
