"Gene ID","source_id","Product Description","Previous ID(s)"
"PF3D7_1119100","PF3D7_1119100.1","tRNA m(1)G methyltransferase, putative","Previous IDs: PF11_0198"
"PF3D7_1119200","PF3D7_1119200.1","conserved protein, unknown function","Previous IDs: PF11_0199"
"PF3D7_1119300","PF3D7_1119300.1","splicing factor U2AF small subunit, putative","Previous IDs: PF11_0200"
"PF3D7_1119400","PF3D7_1119400.1","ubiquitin-protein ligase, putative","Previous IDs: PF11_0201"
"PF3D7_1119500","PF3D7_1119500.1","AP-4 complex subunit mu, putative","Previous IDs: PF11_0202"
"PF3D7_1119600","PF3D7_1119600.1","ATP-dependent zinc metalloprotease FTSH, putative","Previous IDs: PF11_0203"
"PF3D7_1119700","PF3D7_1119700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0204"
"PF3D7_1119800","PF3D7_1119800.1","alternative splicing factor ASF-1, putative","Previous IDs: PF11_0205"
"PF3D7_1119900","PF3D7_1119900.1","protein transport protein SEC16, putative","Previous IDs: PF11_0206"
"PF3D7_1120000","PF3D7_1120000.1","conserved protein, unknown function","Previous IDs: PF11_0207"
"PF3D7_1120100","PF3D7_1120100.1","phosphoglycerate mutase, putative","Previous IDs: PF11_0208"
"PF3D7_1120200","PF3D7_1120200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0209"
"PF3D7_1120300","PF3D7_1120300.1","CorA-like Mg2+ transporter protein, putative","Previous IDs: PF11_0210"
"PF3D7_1120400","PF3D7_1120400.1","alpha/beta hydrolase fold domain containing protein, putative","Previous IDs: PF11_0211"
"PF3D7_1120500","PF3D7_1120500.1","tRNA nucleotidyltransferase, putative","Previous IDs: PF11_0212"
"PF3D7_1120600","PF3D7_1120600.1","DDRGK domain-containing protein, putative","Previous IDs: PF11_0213"
"PF3D7_1120700","PF3D7_1120700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0214"
"PF3D7_1120800","PF3D7_1120800.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0215"
"PF3D7_1120900","PF3D7_1120900.1","heat shock factor-binding protein 1","Previous IDs: PF11_0216"
"PF3D7_1121000","PF3D7_1121000.1","palmitoyltransferase DHHC3","Previous IDs: PF11_0217"
"PF3D7_1121100","PF3D7_1121100.1","conserved protein, unknown function","Previous IDs: PF11_0218"
"PF3D7_1121200","PF3D7_1121200.1","conserved protein, unknown function","Previous IDs: PF11_0219"
"PF3D7_1121300","PF3D7_1121300.1","tyrosine kinase-like protein","Previous IDs: PF11_0220"
"PF3D7_1121400","PF3D7_1121400.1","WD repeat-containing protein, putative","Previous IDs: PF11_0221;PF11_0222"
"PF3D7_1121500","PF3D7_1121500.1","conserved protein, unknown function","Previous IDs: PF11_0223"
"PF3D7_1121600","PF3D7_1121600.1","exported protein 1","Previous IDs: PF11_0224"
"PF3D7_1121700","PF3D7_1121700.1","protein GCN20","Previous IDs: PF11_0225"
"PF3D7_1121800","PF3D7_1121800.1","peptidase M16, putative","Previous IDs: PF11_0226"
"PF3D7_1121900","PF3D7_1121900.1","serine/threonine protein kinase, putative","Previous IDs: PF11_0227"
"PF3D7_1122000","PF3D7_1122000.1","conserved protein, unknown function","Previous IDs: PF11_0228"
"PF3D7_1122100","PF3D7_1122100.1","GPI transamidase component GPI16, putative","Previous IDs: PF11_0229"
"PF3D7_1122200","PF3D7_1122200.1","JmjC domain-containing protein, putative","Previous IDs: PF11_0230"
"PF3D7_1122300","PF3D7_1122300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0231"
"PF3D7_1122400","PF3D7_1122400.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0232"
"PF3D7_1122500","PF3D7_1122500.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0233"
"PF3D7_1122600","PF3D7_1122600.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0234;PF11_0235;PF11_0236;PF11_0237"
"PF3D7_1122700","PF3D7_1122700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0238"
"PF3D7_1122800","PF3D7_1122800.1","calcium-dependent protein kinase 6","Previous IDs: PF11_0239"
"PF3D7_1122900","PF3D7_1122900.1","dynein heavy chain, putative","Previous IDs: PF11_0240"
"PF3D7_1123000","PF3D7_1123000.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0241"
"PF3D7_1123100","PF3D7_1123100.1","calcium-dependent protein kinase 7","Previous IDs: PF11_0242"
"PF3D7_1123200","PF3D7_1123200.1","leucine-rich repeat protein","Previous IDs: PF11_0243"
"PF3D7_1123300","PF3D7_1123300.1","RING zinc finger protein, putative","Previous IDs: PF11_0244"
"PF3D7_1123400","PF3D7_1123400.1","translation elongation factor EF-1, subunit alpha, putative","Previous IDs: PF11_0245"
"PF3D7_1123500","PF3D7_1123500.1","golgi protein 2","Previous IDs: PF11_0246"
"PF3D7_1123600","PF3D7_1123600.1","RAP protein, putative","Previous IDs: PF11_0247"
"PF3D7_1123700","PF3D7_1123700.1","mitochondrial ribosomal protein L37, putative","Previous IDs: PF11_0248"
"PF3D7_1123800","PF3D7_1123800.1","structural maintenance of chromosomes protein 5, putative","Previous IDs: PF11_0249"
"PF3D7_1123900","PF3D7_1123900.1","13 kDa ribonucleoprotein-associated protein, putative","Previous IDs: PF11_0250"
"PF3D7_1124000","PF3D7_1124000.1","endoplasmic reticulum oxidoreductin, putative","Previous IDs: PF11_0251"
"PF3D7_1124100","PF3D7_1124100.1","BEACH domain-containing protein, putative","Previous IDs: PF11_0252"
"PF3D7_1124200","PF3D7_1124200.1","thioredoxin-like protein, putative","Previous IDs: PF11_0253"
"PF3D7_1124300","PF3D7_1124300.1","conserved protein, unknown function","Previous IDs: PF11_0254"
"PF3D7_1124400","PF3D7_1124400.1","U6 snRNA-associated Sm-like protein LSm1, putative","Previous IDs: PF11_0255"
"PF3D7_1124500","PF3D7_1124500.1","pyruvate dehydrogenase E1 component subunit alpha","Previous IDs: PF11_0256"
"PF3D7_1124600","PF3D7_1124600.1","ethanolamine kinase","Previous IDs: PF11_0257"
"PF3D7_1124700","PF3D7_1124700.1","GrpE protein homolog, mitochondrial, putative","Previous IDs: PF11_0258"
"PF3D7_1124800","PF3D7_1124800.1","ribosome biogenesis regulatory protein, putative","Previous IDs: PF11_0259"
"PF3D7_1124900","PF3D7_1124900.1","60S ribosomal protein L35, putative","Previous IDs: PF11_0260"
"PF3D7_1125000","PF3D7_1125000.1","conserved protein, unknown function","Previous IDs: PF11_0261"
"PF3D7_1125100","PF3D7_1125100.1","ATP synthase F0 subunit b-like protein, putative","Previous IDs: PF11_0262"
"PF3D7_1125200","PF3D7_1125200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0263"
"PF3D7_1125300","PF3D7_1125300.1","DNA-directed RNA polymerase","Previous IDs: PF11_0264"
"PF3D7_1125400","PF3D7_1125400.1","mitochondrial import inner membrane translocase subunit TIM44, putative","Previous IDs: PF11_0265"
"PF3D7_1125500","PF3D7_1125500.1","small nuclear ribonucleoprotein Sm D1, putative","Previous IDs: PF11_0266"
"PF3D7_1125600","PF3D7_1125600.1","conserved protein, unknown function","Previous IDs: PF11_0266a"
"PF3D7_1125700","PF3D7_1125700.1","kelch domain-containing protein, putative","Previous IDs: PF11_0267"
"PF3D7_1125800","PF3D7_1125800.1","kelch domain-containing protein, putative","Previous IDs: PF11_0268"
"PF3D7_1125900","PF3D7_1125900.1","XTBD domain-containing protein, putative","Previous IDs: PF11_0269"
"PF3D7_1126000","PF3D7_1126000.1","threonine--tRNA ligase","Previous IDs: PF11_0270"
"PF3D7_1126100","PF3D7_1126100.1","autophagy-related protein 7, putative","Previous IDs: PF11_0271"
"PF3D7_1126200","PF3D7_1126200.1","40S ribosomal protein S18, putative","Previous IDs: PF11_0272"
"PF3D7_1126300","PF3D7_1126300.1","DnaJ protein, putative","Previous IDs: PF11_0273"
"PF3D7_1126400","PF3D7_1126400.1","mediator of RNA polymerase II transcription subunit 21, putative","Previous IDs: PF11_0274"
"PF3D7_1126500","PF3D7_1126500.1","WD repeat-containing protein, putative","Previous IDs: PF11_0275"
"PF3D7_1126600","PF3D7_1126600.1","steryl ester hydrolase, putative","Previous IDs: PF11_0276"
"PF3D7_1126700","PF3D7_1126700.1","autophagy-related protein 23, putative","Previous IDs: PF11_0277;PF11_0278"
"PF3D7_1126800","PF3D7_1126800.1","RNA-binding protein, putative","Previous IDs: PF11_0279"
"PF3D7_1126900","PF3D7_1126900.1","small nuclear ribonucleoprotein F, putative","Previous IDs: PF11_0280"
"PF3D7_1127000","PF3D7_1127000.1","protein phosphatase, putative","Previous IDs: PF11_0281"
"PF3D7_1127100","PF3D7_1127100.1","deoxyuridine 5'-triphosphate nucleotidohydrolase","Previous IDs: PF11_0282"
"PF3D7_1127200","PF3D7_1127200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0283"
"PF3D7_1127300","PF3D7_1127300.1","tRNA (guanine-N(7)-)-methyltransferase, putative","Previous IDs: PF11_0284"
"PF3D7_1127400","PF3D7_1127400.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0285"
"PF3D7_1127500","PF3D7_1127500.1","protein disulfide-isomerase, putative","Previous IDs: PF11_0286"
"PF3D7_1127600","PF3D7_1127600.1","CRAL/TRIO domain-containing protein, putative","Previous IDs: PF11_0287"
"PF3D7_1127700","PF3D7_1127700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0288"
"PF3D7_1127800","PF3D7_1127800.1","TFIIS central domain-containing protein, putative","Previous IDs: PF11_0289"
"PF3D7_1127900","PF3D7_1127900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0290"
"PF3D7_1128000","PF3D7_1128000.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0291;PF3D7_1128000.1;PF3D7_1128000.2"
"PF3D7_1128000","PF3D7_1128000.2","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0291;PF3D7_1128000.1;PF3D7_1128000.2"
"PF3D7_1128100","PF3D7_1128100.1","prefoldin subunit 5, putative","Previous IDs: PF11_0292"
"PF3D7_1128200","PF3D7_1128200.1","multiprotein-bridging factor 1, putative","Previous IDs: PF11_0293"
"PF3D7_1128300","PF3D7_1128300.1","ATP-dependent 6-phosphofructokinase","Previous IDs: PF11_0294"
"PF3D7_1128400","PF3D7_1128400.1","bifunctional farnesyl/geranylgeranyl diphosphate synthase","Previous IDs: PF11_0295"
"PF3D7_1128500","PF3D7_1128500.1","Fe-S cluster assembly protein, putative","Previous IDs: PF11_0296"
"PF3D7_1128600","PF3D7_1128600.1","CCR4-NOT transcription complex subunit 2, putative","Previous IDs: PF11_0297"
"PF3D7_1128700","PF3D7_1128700.1","GPI-anchor transamidase, putative","Previous IDs: PF11_0298"
"PF3D7_1128900","PF3D7_1128900.1","conserved protein, unknown function","Previous IDs: PF11_0300"
"PF3D7_1129000","PF3D7_1129000.1","spermidine synthase","Previous IDs: PF11_0301"
"PF3D7_1129100","PF3D7_1129100.1","parasitophorous vacuolar protein 1","Previous IDs: PF11_0302"
"PF3D7_1129200","PF3D7_1129200.1","26S proteasome regulatory subunit RPN7, putative","Previous IDs: PF11_0303"
"PF3D7_1129300","PF3D7_1129300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0304"
"PF3D7_1129400","PF3D7_1129400.1","rRNA (cytosine-C(5))-methyltransferase, putative","Previous IDs: PF11_0305"
"PF3D7_1129500","PF3D7_1129500.1","A/G-specific adenine glycosylase, putative","Previous IDs: PF11_0306"
"PF3D7_1129600","PF3D7_1129600.1","phosphatidylinositol-4-phosphate 5-kinase, putative","Previous IDs: PF11_0307"
"PF3D7_1129700","PF3D7_1129700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0308"
"PF3D7_1129800","PF3D7_1129800.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0309"
"PF3D7_1129850","PF3D7_1129850.1","UNC-50 protein, putative, pseudogene","null"
"PF3D7_1129900","PF3D7_1129900.1","major facilitator superfamily-related transporter, putative","Previous IDs: PF11_0310"
"PF3D7_1130000","PF3D7_1130000.1","phosphoacetylglucosamine mutase, putative","Previous IDs: PF11_0311"
"PF3D7_1130100","PF3D7_1130100.1","60S ribosomal protein L38","Previous IDs: PF11_0312"
"PF3D7_1130200","PF3D7_1130200.1","60S ribosomal protein P0","Previous IDs: PF11_0313"
"PF3D7_1130300","PF3D7_1130300.1","small nucleolar RNA snoR13","Previous IDs: PF3D7_11_snoR13;PF3D7_11_snoR13.1"
"PF3D7_1130310","PF3D7_1130310.1","small nucleolar RNA snoR14a","null"
"PF3D7_1130400","PF3D7_1130400.1","26S protease regulatory subunit 6A, putative","Previous IDs: PF11_0314"
"PF3D7_1130500","PF3D7_1130500.1","conserved oligomeric Golgi complex subunit 2, putative","Previous IDs: PF11_0315"
"PF3D7_1130600","PF3D7_1130600.1","methyltransferase, putative","Previous IDs: PF11_0316"
"PF3D7_1130700","PF3D7_1130700.1","structural maintenance of chromosomes protein 1, putative","Previous IDs: PF11_0317"
"PF3D7_1130800","PF3D7_1130800.1","armadillo repeat protein PF16, putative","Previous IDs: PF11_0318"
"PF3D7_1130900","PF3D7_1130900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0319"
"PF3D7_1131000","PF3D7_1131000.1","RNA-binding protein s1, putative","Previous IDs: PF11_0320"
"PF3D7_1131100","PF3D7_1131100.1","serpentine receptor, putative","Previous IDs: PF11_0321"
"PF3D7_1131200","PF3D7_1131200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0322"
"PF3D7_1131300","PF3D7_1131300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0323"
"PF3D7_1131400","PF3D7_1131400.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0324"
"PF3D7_1131500","PF3D7_1131500.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0325"
"PF3D7_1131600","PF3D7_1131600.1","kelch domain-containing protein, putative","Previous IDs: PF11_0326"
"PF3D7_1131700","PF3D7_1131700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0326a;PF11_326A;PF11_326A:1:pep;PF11_326A:mRNA:1"
"PF3D7_1131800","PF3D7_1131800.1","oxysterol-binding protein, putative","Previous IDs: PF11_0327"
"PF3D7_1131900","PF3D7_1131900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0328"
"PF3D7_1132000","PF3D7_1132000.1","ubiquitin-like protein, putative","Previous IDs: PF11_0329"
"PF3D7_1132100","PF3D7_1132100.1","RNA-binding protein, putative","Previous IDs: PF11_0330"
"PF3D7_1132200","PF3D7_1132200.1","T-complex protein 1 subunit alpha","Previous IDs: PF11_0331"
"PF3D7_1132300","PF3D7_1132300.1","nucleic acid binding protein, putative","Previous IDs: PF11_0332"
"PF3D7_1132400","PF3D7_1132400.1","conserved Plasmodium membrane protein, unknown function","Previous IDs: PF11_0333"
"PF3D7_1132500","PF3D7_1132500.1","amino acid transporter, putative","Previous IDs: PF11_0334;PF11_0335"
"PF3D7_1132600","PF3D7_1132600.1","pre-mRNA-splicing factor 38A, putative","Previous IDs: PF11_0336"
"PF3D7_1132700","PF3D7_1132700.1","50S ribosomal protein L2, putative","Previous IDs: PF11_0337"
"PF3D7_1132800","PF3D7_1132800.1","aquaglyceroporin","Previous IDs: PF11_0338"
"PF3D7_1132900","PF3D7_1132900.1","glycine cleavage system H protein","Previous IDs: PF11_0339"
"PF3D7_1133000","PF3D7_1133000.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0340"
"PF3D7_1133100","PF3D7_1133100.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0341"
"PF3D7_1133200","PF3D7_1133200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0342"
"PF3D7_1133300","PF3D7_1133300.1","LEM3/CDC50 family protein, putative","Previous IDs: PF11_0343"
"PF3D7_1133400","PF3D7_1133400.1","apical membrane antigen 1","Previous IDs: PF11_0344"
"PF3D7_1133500","PF3D7_1133500.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0345"
"PF3D7_1133600","PF3D7_1133600.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0346"
"PF3D7_1133700","PF3D7_1133700.1","FHA domain-containing protein, putative","Previous IDs: PF11_0347"
"PF3D7_1133800","PF3D7_1133800.1","RNA (uracil-5-)methyltransferase, putative","Previous IDs: PF11_0348"
"PF3D7_1133900","PF3D7_1133900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0349;PF11_0350"
"PF3D7_1134000","PF3D7_1134000.1","heat shock protein 70","Previous IDs: PF11_0351"
"PF3D7_1134100","PF3D7_1134100.1","protein disulfide isomerase","Previous IDs: PF11_0352"
"PF3D7_1134200","PF3D7_1134200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0353"
"PF3D7_1134300","PF3D7_1134300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0354"
"PF3D7_1134400","PF3D7_1134400.1","conserved protein, unknown function","Previous IDs: PF11_0355"
"PF3D7_1134500","PF3D7_1134500.1","alpha/beta hydrolase, putative","Previous IDs: PF11_0356"
"PF3D7_1134600","PF3D7_1134600.1","zinc finger protein, putative","Previous IDs: PF11_0357"
"PF3D7_1134700","PF3D7_1134700.1","DNA-directed RNA polymerase I subunit RPA2, putative","Previous IDs: PF11_0358"
"PF3D7_1134800","PF3D7_1134800.1","coatomer subunit delta","Previous IDs: PF11_0359"
"PF3D7_1134900","PF3D7_1134900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0360"
"PF3D7_1135000","PF3D7_1135000.1","PQ-loop repeat-containing protein, unspecified product","Previous IDs: PF11_0361;PF3D7_1135000.1;PF3D7_1135000.2;PF3D7_1135000.3"
"PF3D7_1135000","PF3D7_1135000.2","PQ-loop repeat-containing protein, unspecified product","Previous IDs: PF11_0361;PF3D7_1135000.1;PF3D7_1135000.2;PF3D7_1135000.3"
"PF3D7_1135000","PF3D7_1135000.3","PQ-loop repeat-containing protein, unspecified product","Previous IDs: PF11_0361;PF3D7_1135000.1;PF3D7_1135000.2;PF3D7_1135000.3"
"PF3D7_1135100","PF3D7_1135100.1","protein phosphatase PPM8, putative","Previous IDs: PF11_0362"
"PF3D7_1135200","PF3D7_1135200.1","regulator of chromosome condensation, putative, pseudogene","Previous IDs: PF11_0362a"
"PF3D7_1135300","PF3D7_1135300.1","conserved Plasmodium membrane protein, unknown function","Previous IDs: PF11_0363"
"PF3D7_1135400","PF3D7_1135400.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0364"
"PF3D7_1135500","PF3D7_1135500.1","conserved protein, unknown function","Previous IDs: PF11_0365"
"PF3D7_1135600","PF3D7_1135600.1","condensin-2 complex subunit D3, putative","Previous IDs: PF11_0366;PF11_0367;PF11_0368"
"PF3D7_1135700","PF3D7_1135700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0368a"
"PF3D7_1135800","PF3D7_1135800.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0369"
"PF3D7_1135900","PF3D7_1135900.1","3-oxo-5-alpha-steroid 4-dehydrogenase, putative","Previous IDs: PF11_0370"
"PF3D7_1136000","PF3D7_1136000.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0371"
"PF3D7_1136100","PF3D7_1136100.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0372"
"PF3D7_1136200","PF3D7_1136200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0373"
"PF3D7_1136300","PF3D7_1136300.1","tudor staphylococcal nuclease","Previous IDs: PF11_0374"
"PF3D7_1136400","PF3D7_1136400.1","signal recognition particle subunit SRP72, putative","Previous IDs: PF11_0375"
"PF3D7_1136500","PF3D7_1136500.1","casein kinase 1","Previous IDs: PF11_0377;PF3D7_1136500.1;PF3D7_1136500.2"
"PF3D7_1136500","PF3D7_1136500.2","casein kinase 1","Previous IDs: PF11_0377;PF3D7_1136500.1;PF3D7_1136500.2"
"PF3D7_1136600","PF3D7_1136600.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0378"
"PF3D7_1136700","PF3D7_1136700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0379;PF3D7_1136700.1;PF3D7_1136700.2"
"PF3D7_1136700","PF3D7_1136700.2","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0379;PF3D7_1136700.1;PF3D7_1136700.2"
"PF3D7_1136800","PF3D7_1136800.1","DnaJ protein, putative","Previous IDs: PF11_0380"
"PF3D7_1136900","PF3D7_1136900.1","subtilisin-like protease 2","Previous IDs: PF11_0381"
"PF3D7_1137000","PF3D7_1137000.1","U2 spliceosomal RNA","Previous IDs: PF11_0381a;PF11_0381a:snRNA"
"PF3D7_1137100","PF3D7_1137100.1","mitochondrial ribosomal protein S9 precursor, putative","Previous IDs: PF11_0382"
